"RT @younggwhite: you invite her to watch a movie, and y'all actually watch the movie. 40 minutes in she sitting there like https://t.co/bSP…",#sadness
"RT @harnaamkaur: Mum listening to @openlate_UK - pagan track was super!!
I think she liked the video haha!! Xx",#sadness
RT @chxstainiac: There is truly nothing better than seeing this woman smile♥ She deserves all the goodness of the world.. https://t.co/hFfP…,#sadness
Imma die once @brianna_peralta texts me back she takes forever,#sadness
Guest Editor @Brittany_Mason tells us 5 staple pieces that she couldn't go without for SS16> https://t.co/eq9Mnd7F6C https://t.co/tSrkJnySKU,#sadness
@susantakrroy201 @mariawirth1 A news channel falsely accused lady teacher of luring students 2prostitution. She beaten mercilessly &jailed.,#sadness
"Women are born multi-taskers: Divya Khosla Kumar: Mumbai, April 4 : She is a wife, a mother, an actress and al... https://t.co/HZnUZPdsSi",#sadness
@N_Baigzzz i hate that moment when i catch a fish nd she gon in the mouth of bear https://t.co/KAVvT3i81x,#sadness
"RT @aylahugo6: She Decided To Go To The Gym With Only A Bra On, But Then... Wow!

https://t.co/ZMUqPAn2Dv",#sadness
"RT @aylahugo6: She Decided To Go To The Gym With Only A Bra On, But Then... Wow!

https://t.co/ZMUqPAn2Dv",#sadness
"RT @aylahugo6: She Decided To Go To The Gym With Only A Bra On, But Then... Wow!

https://t.co/ZMUqPAn2Dv",#sadness
"RT @aylahugo6: She Decided To Go To The Gym With Only A Bra On, But Then... Wow!

https://t.co/ZMUqPAn2Dv",#sadness
"RT @aylahugo6: She Decided To Go To The Gym With Only A Bra On, But Then... Wow!

https://t.co/ZMUqPAn2Dv",#sadness
"RT @aylahugo6: She Decided To Go To The Gym With Only A Bra On, But Then... Wow!

https://t.co/ZMUqPAn2Dv",#sadness
"RT @aylahugo6: She Decided To Go To The Gym With Only A Bra On, But Then... Wow!

https://t.co/ZMUqPAn2Dv",#sadness
"RT @aylahugo6: She Decided To Go To The Gym With Only A Bra On, But Then... Wow!

https://t.co/ZMUqPAn2Dv",#sadness
"RT @aylahugo6: She Decided To Go To The Gym With Only A Bra On, But Then... Wow!

https://t.co/ZMUqPAn2Dv",#sadness
"RT @aylahugo6: She Decided To Go To The Gym With Only A Bra On, But Then... Wow!

https://t.co/ZMUqPAn2Dv",#sadness
"RT @aylahugo6: She Decided To Go To The Gym With Only A Bra On, But Then... Wow!

https://t.co/ZMUqPAn2Dv",#sadness
"RT @aylahugo6: She Decided To Go To The Gym With Only A Bra On, But Then... Wow!

https://t.co/ZMUqPAn2Dv",#sadness
"RT @aylahugo6: She Decided To Go To The Gym With Only A Bra On, But Then... Wow!

https://t.co/ZMUqPAn2Dv",#sadness
"RT @aylahugo6: She Decided To Go To The Gym With Only A Bra On, But Then... Wow!

https://t.co/ZMUqPAn2Dv",#sadness
"RT @aylahugo6: She Decided To Go To The Gym With Only A Bra On, But Then... Wow!

https://t.co/ZMUqPAn2Dv",#sadness
"RT @aylahugo6: She Decided To Go To The Gym With Only A Bra On, But Then... Wow!

https://t.co/ZMUqPAn2Dv",#sadness
"RT @aylahugo6: She Decided To Go To The Gym With Only A Bra On, But Then... Wow!

https://t.co/ZMUqPAn2Dv",#sadness
"RT @aylahugo6: She Decided To Go To The Gym With Only A Bra On, But Then... Wow!

https://t.co/ZMUqPAn2Dv",#sadness
"RT @aylahugo6: She Decided To Go To The Gym With Only A Bra On, But Then... Wow!

https://t.co/ZMUqPAn2Dv",#sadness
"RT @aylahugo6: She Decided To Go To The Gym With Only A Bra On, But Then... Wow!

https://t.co/ZMUqPAn2Dv",#sadness
"RT @aylahugo6: She Decided To Go To The Gym With Only A Bra On, But Then... Wow!

https://t.co/ZMUqPAn2Dv",#sadness
"RT @aylahugo6: She Decided To Go To The Gym With Only A Bra On, But Then... Wow!

https://t.co/ZMUqPAn2Dv",#sadness
"RT @aylahugo6: She Decided To Go To The Gym With Only A Bra On, But Then... Wow!

https://t.co/ZMUqPAn2Dv",#sadness
"RT @aylahugo6: She Decided To Go To The Gym With Only A Bra On, But Then... Wow!

https://t.co/ZMUqPAn2Dv",#sadness
"RT @aylahugo6: She Decided To Go To The Gym With Only A Bra On, But Then... Wow!

https://t.co/ZMUqPAn2Dv",#sadness
RT @idfckwbae: she's so cute fr https://t.co/7G3E1KwUfL,#sadness
Revenge porn nurse blackmails colleague with secret sex video after she dumped him https://t.co/n5NscqgBIl https://t.co/CWM8O5k0Ih,#sadness
i love my sister enough to stay up till 3 just so I can walk her out when she leaves,#sadness
"RT @GeneLingerfelt: How useless are Republican Senators? They confirmed a woman so crazy she wants to prosecute climate change deniers.
htt…",#sadness
"RT @MelanieWang2: her reaction when she's in trouble..
""let me just hide my face with my foot. and then let me use it to say oops"" https://…",#sadness
@abraham_becerra @iamcardib @A1Day15 she was a prostitute/night club dancer,#sadness
RT @1942bs: I always cry at how hard she hit the Milly Rock in Egypt lmao https://t.co/gTgh5oakas,#sadness
"Idk how to explain it, but like this makes my heart happy because she's so expressive about how she'll be back 😩❤️ https://t.co/AenNZUdLlA",#sadness
She was drowning but nobody saw her struggle.,#sadness
"@SpaceWeeb YES
 I've been asking @goodnyte to give me good end AU for ages but she likes pain",#sadness
Drugs mule Michaella McCollum fears she'll wake up 'back in nightmare of prison' despite… https://t.co/IXXt4SNhxR https://t.co/Gvdv7AIZbI,#sadness
"RT @aylahugo6: She Decided To Go To The Gym With Only A Bra On, But Then... Wow!

https://t.co/ZMUqPAn2Dv",#sadness
"RT @aylahugo6: She Decided To Go To The Gym With Only A Bra On, But Then... Wow!

https://t.co/ZMUqPAn2Dv",#sadness
RT @BBCRadioLincs: Have you seen Jean? She's been missing since Good Friday and her family are worried https://t.co/aPBJBnCHRY https://t.co…,#sadness
"RT @aylahugo6: She Decided To Go To The Gym With Only A Bra On, But Then... Wow!

https://t.co/ZMUqPAn2Dv",#sadness
"RT @aylahugo6: She Decided To Go To The Gym With Only A Bra On, But Then... Wow!

https://t.co/ZMUqPAn2Dv",#sadness
"RT @aylahugo6: She Decided To Go To The Gym With Only A Bra On, But Then... Wow!

https://t.co/ZMUqPAn2Dv",#sadness
"RT @aylahugo6: She Decided To Go To The Gym With Only A Bra On, But Then... Wow!

https://t.co/ZMUqPAn2Dv",#sadness
"RT @aylahugo6: She Decided To Go To The Gym With Only A Bra On, But Then... Wow!

https://t.co/ZMUqPAn2Dv",#sadness
"RT @aylahugo6: She Decided To Go To The Gym With Only A Bra On, But Then... Wow!

https://t.co/ZMUqPAn2Dv",#sadness
"RT @aylahugo6: She Decided To Go To The Gym With Only A Bra On, But Then... Wow!

https://t.co/ZMUqPAn2Dv",#sadness
"RT @aylahugo6: She Decided To Go To The Gym With Only A Bra On, But Then... Wow!

https://t.co/ZMUqPAn2Dv",#sadness
"RT @aylahugo6: She Decided To Go To The Gym With Only A Bra On, But Then... Wow!

https://t.co/ZMUqPAn2Dv",#sadness
"RT @aylahugo6: She Decided To Go To The Gym With Only A Bra On, But Then... Wow!

https://t.co/ZMUqPAn2Dv",#sadness
"RT @aylahugo6: She Decided To Go To The Gym With Only A Bra On, But Then... Wow!

https://t.co/ZMUqPAn2Dv",#sadness
"RT @aylahugo6: She Decided To Go To The Gym With Only A Bra On, But Then... Wow!

https://t.co/ZMUqPAn2Dv",#sadness
"RT @aylahugo6: She Decided To Go To The Gym With Only A Bra On, But Then... Wow!

https://t.co/ZMUqPAn2Dv",#sadness
"RT @aylahugo6: She Decided To Go To The Gym With Only A Bra On, But Then... Wow!

https://t.co/ZMUqPAn2Dv",#sadness
"RT @aylahugo6: She Decided To Go To The Gym With Only A Bra On, But Then... Wow!

https://t.co/ZMUqPAn2Dv",#sadness
"RT @aylahugo6: She Decided To Go To The Gym With Only A Bra On, But Then... Wow!

https://t.co/ZMUqPAn2Dv",#sadness
"RT @aylahugo6: She Decided To Go To The Gym With Only A Bra On, But Then... Wow!

https://t.co/ZMUqPAn2Dv",#sadness
"RT @aylahugo6: She Decided To Go To The Gym With Only A Bra On, But Then... Wow!

https://t.co/ZMUqPAn2Dv",#sadness
"RT @aylahugo6: She Decided To Go To The Gym With Only A Bra On, But Then... Wow!

https://t.co/ZMUqPAn2Dv",#sadness
"RT @aylahugo6: She Decided To Go To The Gym With Only A Bra On, But Then... Wow!

https://t.co/ZMUqPAn2Dv",#sadness
"RT @aylahugo6: She Decided To Go To The Gym With Only A Bra On, But Then... Wow!

https://t.co/ZMUqPAn2Dv",#sadness
"RT @aylahugo6: She Decided To Go To The Gym With Only A Bra On, But Then... Wow!

https://t.co/ZMUqPAn2Dv",#sadness
"RT @aylahugo6: She Decided To Go To The Gym With Only A Bra On, But Then... Wow!

https://t.co/ZMUqPAn2Dv",#sadness
"RT @aylahugo6: She Decided To Go To The Gym With Only A Bra On, But Then... Wow!

https://t.co/ZMUqPAn2Dv",#sadness
"RT @aylahugo6: She Decided To Go To The Gym With Only A Bra On, But Then... Wow!

https://t.co/ZMUqPAn2Dv",#sadness
@hxmmingrande @AmazinVoices @crybabyyirwin didn't know she liked Demi Lovato...,#sadness
"RT @aylahugo6: She Decided To Go To The Gym With Only A Bra On, But Then... Wow!

https://t.co/ZMUqPAn2Dv",#sadness
"RT @aylahugo6: She Decided To Go To The Gym With Only A Bra On, But Then... Wow!

https://t.co/ZMUqPAn2Dv",#sadness
"RT @noritahsalleh: this made me tear😥 she's sucha a strong angel, rip beautiful💙 https://t.co/MNggQcd8em",#sadness
"RT @elyciaclexa: she's my commander, it's not the same without you. I miss her. https://t.co/Bs7ogbPBBV",#sadness
RT @SexualGif: BUT CAN SHE DO IT ON A DICK https://t.co/eM4k9cQeYK,#sadness
And she's calling a cab,#sadness
RT @SincerelyEd: Halsey was a voice for so many people. Now she's gone and those people don't have a voice. Society you fucked up once agai…,#sadness
RT @RealHistoryPic: Manager of Offshore firm Consoling A Rai as she burst into tear after her name was mentioned in #panamapapers.(2016) ht…,#sadness
"@iHeartRadio  OMG, she is sick! I wanna sick like her! 😂😂😂 What an amazing voice! Get better soon, @ddlovato ! 😘😘😘",#sadness
She is such an amazing human being https://t.co/mOYHFKOEI0,#sadness
My Mother died of MRSA virus at Xmas. It attacked her lungs.MRSA Is resistant to antibiotics.She suffered immensely  https://t.co/V5McpWBCsS,#sadness
@Real_Housewives #BRAVO @RHOPotomacRW @_AshleyDarby @CharrisseJordan @GizelleBryant I picked Gizelle as my fav bc she tries 2keep it real 👍,#sadness
listening to mayras stories and she won't shut up about how great her day was,#sadness
Patty Duke stars in...She Waits (1972) as a possessed wife (directed by Delbert Mann who made Marty) https://t.co/Hfv7bJAmSI,#sadness
She my personal daycare,#sadness
"""Cause all of this time I thought that she was mine"" @MAHONESANGSTER #AustinMahoneInTriNoma",#sadness
"@Feudal_Scars She looked curiously at the Zangoose ""What's with the cold hearted answer ?""",#sadness
"RT @HornyFacts: Wife her if:
😠She gets jealous
😍Loves you
😜Is goofy
😒 Puts up with your shit
🔒Trust you
👗Dresses well 
👂Listens to you",#sadness
@AllisonMorris1 If she looked crap she wouldn't be getting all this exposure. Making a celeb out of a criminal.,#sadness
https://t.co/hNfYQPaCpR That girls looks to me like she has a big mouth for fitting big... https://t.co/ENacCeYqif,#sadness
RT @shit2ne1says: To the ppl who says she's ugly https://t.co/cRyzkP9YRQ,#sadness
"RT @Deepu_Crazen: ""Deepika Padukone told me she doesn't tweet as much as other stars because she loves reading tweets from fans. That takes…",#sadness
"@VengefulStark — into a nightmare and reminding Arya that she was to never see her brothers and sister ever again. 

When her fingers —",#sadness
@realHusbando @dhmapplethorpe @NoraReed I think she actually made a bot or something to block for her.,#sadness
RT @_QueenSunny: she is calm as fuck lmao this me https://t.co/Ylzg3wrHuZ,#sadness
@musicnews_shade @PurpleDinoDree they made her seem like a wild party girl so when she told the truth no one would believe her,#sadness
RT @FreddyAmazin: Kesha was offered her freedom if she were to lie and publicly say that she wasn't raped. THIS IS SO SAD. #FreeKesha https…,#sadness
"RT @ammanay: She Dies at the End is only $0.99 through the end of April!
#RRBC #booksdownlow
https://t.co/ke8LlOWfsq https://t.co/X5DSXOho61",#sadness
Wait she claimed me as hers???!!! Awe I feel so special given that she growls at everyone else,#sadness
"RT @KyloR3n: dear diary
my mom missed my band concert
she said she was busy leading a galactic resistance but I had a clarinet solo",#sadness
RT @emoneytweetin: of course she has a boyfriend,#sadness
RT @imVkohli: Shame on people for trolling @AnushkaSharma non-stop. Have some compassion. She has always only given me positivity https://t…,#sadness
RT @sexuaI: She’s the kind of girl God gives you while you’re young so you know loss for the rest of your life,#sadness
I wonder if she got a coloring book,#sadness
RT @larryislegend: #BlackPower RT @bodybagging: if the guy in the stands never helped she woulda lost balance http://t.co/W3coDfp1Wv,#sadness
No matter how rich or how poor a woman is. whether ya'll dating or she's just your side she always puts so much effort in looking good for u,#sadness
"She falls asleep holding my hand, couldn't ask for anything better than that💜💜",#sadness
@OgeBabes_ @RandomlyNayNay @itsvaleriee__ I remember the first time she told me this😂😂😂,#sadness
Cathy is going to be mad when she sees my tweets in the morning,#sadness
"RT @CurvyLadyProbs: A wise woman once said, ""fuck this shit"" and she lived happily ever after.",#sadness
"RT @manwhohasitall: People often say to me, ""You've got your wife well trained"" because she helps me with the housework. It's true. I'm so…",#sadness
"Miriam Defensor, why vote for her? From her surname ""Defensor"" it means she can defend not only by herself but also to her fellow country.",#sadness
"She cried, remembering what once was.",#sadness
RT @Truman_Black: Hann recoding 'She's American' for album (filmed by me) https://t.co/GX0kdzMRhv,#sadness
"RT @sayitaintsojoe9: I praised my 97yr old Godmother today for learning to text...

She reminded me she worked at Bletchley during war #cod…",#sadness
She's in pink#,#sadness
@IDKMarReynolds she tried to spank him the other day smh. She calls him whatever I call him lol,#sadness
"RT @Daily_Namjoon: It's the 4th time she met him. They're in the same college.Read the trans of the original post
©luysisido
©soymlk_03 htt…",#sadness
Fun loving @OliviaRoseXXX always has a blast when she strips down and gets crazy on cam. #LiveCam https://t.co/YhEeq5igM8,#sadness
"RT @gagamonster96: V Magazine on Lady Gaga being named 'Editor of the Year' at The Daily's FLAs: ""She proved herself more than worthy."" htt…",#sadness
"@PriceCaitlynn ""She's really bitchy for a lady with no eye brows."" 
Oh the things that you deal with at the Emergency Room",#sadness
@luciruci she deserves this one moment of happiness,#sadness
Hahaha i dont even know she actly observing us the whole time 😂 https://t.co/S237O7KM3v,#sadness
"RT @SpaceDoctorPhD: @BroTeamPill The back patting here is incredible. That character doesn't read realistically at all, like has she ever m…",#sadness
RT @Ra_Bies: A lady joined the office after 1 year as she'd an extended maternity leave. Also she again applied for another 6 months leave…,#sadness
RT @TheSun: Mum slapped with £100 parking ticket... because she was breastfeeding https://t.co/xPQYXAlIsQ https://t.co/3YGPChfVqp,#sadness
"RT @rodshiles: The Vamps - I found a girl... literally ""She said I was nice, But she's not into guys"" calling u nice doesn't mean ""fuck me…",#sadness
#NowPlaying Lil Wayne - She Will (feat. Drake) on WRTR Real Talk Radio! LIVE Now: https://t.co/QMEnwdehM0,#sadness
"RT @NotesForGirlz: When she says ""fine go ahead and do whatever you want"" https://t.co/gVCWyEO26D",#sadness
"Guess when she asked for questions from Arrow fans, she only meant Felicity fans. Not biased at all. @ColliderNews https://t.co/NdbMavGf4j",#sadness
RT @IfSheStansDLR: if she stans Dalton he is probably her happiness,#sadness
RT @WSHHFANS: When You Tired Of Her Shit But You Know She A Good Woman http://t.co/wLQOclm4Ws,#sadness
RT @Iowkeyrobert: grab her ass every time she gives you a hug,#sadness
Thats the problem! But you can just wish she was ugly again most...😂😂😂 https://t.co/DOEZKI9LRm,#sadness
RT @ButeraDemetria: She looked incredible tonight. https://t.co/YsnRIqssQy,#sadness
"@VocaPoidGumi She smiles ""Go to the swings?""",#sadness
frozen seems to have died out in tokyo. LOTS of ariel though. i love it. she's my favorite princess alongside rapunzel and anna,#sadness
"A woman begged for a $1 for tacos at a taco truck ended up coming back to ask for more to grab a ""drink"" from the market.You know she means.",#sadness
"RT @CurvyLadyProbs: A wise woman once said, ""fuck this shit"" and she lived happily ever after.",#sadness
"RT @CHASEneitch28: I liked this girl one time but she decided she wanted to be a Thot. 

The End.",#sadness
"@allkpop come on, people need to leave her alone. Gosh, Jessica is beautiful, no need to be compared with others. She'll do good 💕 fighting!",#sadness
"RT @lizquenPAUdalab: ""She's definitely one of the beautiful faces I drew & one of my favorites too""-Richmon de Leon

#DolceAmorePampanga ht…",#sadness
RT @Barunsbaby: Leena subtly hinted she was there only for her friend and I hate how she needed to justify herself! Some people are so imma…,#sadness
She's lowkey stuck in my mind rn,#sadness
She kan ruin my life I wouldn't care  https://t.co/SoUDPm8GPo,#sadness
RT @WORIDSTARHIPHOP: When she says shes bringing a friend for the homie  https://t.co/AiaMRLt7Ak,#sadness
@kajaki_anne i saw her tweet after she bkocked u guys back then. she called u guys racist 😂,#sadness
"RT @MaheishGirri: Ahead of Kerala Assembly polls, Solar Saritha claims she was sexually exploited by Oommen Chandy https://t.co/RwJrQB0ol2",#sadness
@zoellaxflowers like what if im getting changed it frustrates the fuck out of me like she doesnt understand,#sadness
"RT @Ray_Hopkins_007: @ChelseaClinton tell Mom to fucking toughen up or she will fucking lose it, just like she fucking lost it in 2008.",#sadness
@milleraustin321 @BronyRT Oh yes! She is my fav pone.,#sadness
"@ChelseaClinton tell Mom to fucking toughen up or she will fucking lose it, just like she fucking lost it in 2008.",#sadness
"RT @lovatomycabeyo: DEMI KILLED IT, SHE WAS SO INCREDIBLE. IM IN TEARS https://t.co/HTTxkaWlEy",#sadness
"RT @younggwhite: I kid you not. randomly bring her flowers or her favorite candy, for no reason. she'll give you that ""what did you do"" squ…",#sadness
SHE DOESN'T EVEN NEED TO TRY 😻 https://t.co/uSpXt3OdZ4,#sadness
@kiwibardy sending 4 tweets is just horrible. I can send her 40 if she likes? LOL,#sadness
@Primax_Donna She's way in Texas,#sadness
RT @IfSheStans: If she stans 5h 5sos or 1d she is tweeting about the #iFakeAwards,#sadness
"RT @GotToBelieveFP: ""She is Royalty at its humblest. 👑"" #EverydayKath © 🚀 https://t.co/xy05ScwshK",#sadness
"RT @badperra: me: i dont give a shit

narrator: actually, she gave many shits.",#sadness
"RT @Myaslaysina: 7. Carlos from Madea's Family Reunion 

- beat her 
- beat hit her mama 
- acted like she was his pet https://t.co/v626C4q…",#sadness
"RT @PotterMemory: September 13, 1991: ""..or worse, expelled.""
""She needs to sort out her priorities."" http://t.co/dbxb3vtG84",#sadness
RT @RihannaDiaryPL: still I don't know how she does it https://t.co/dwo4ei6sLL,#sadness
"@_shibataya oh yeah and someone submitted an ssk app under nyannyan kamen, kojiharu says it's not her but why would she admit her alias",#sadness
"Oh there she goes again, every morning is the same. You walk on by my house i wanna call out your name 🎶",#sadness
@BillKristol You prefer Hillary because she is a Zionist.,#sadness
"RT @HOERULES: RULE #229: SHE A HOE IF SHE DOING THIS ON SPRING BREAK https://t.co/9SmlRe0ryM""",#sadness
She lives the poetry she can't write.,#sadness
"RT @younggwhite: she tells you to stop doing something she doesn't like, and you actually listen. this is her reaction https://t.co/57vPxaA…",#sadness
RT @larryislegend: #BlackPower RT @bodybagging: if the guy in the stands never helped she woulda lost balance http://t.co/W3coDfp1Wv,#sadness
RT @DamnRealPosts: She wants to be your girl.. not one of your girls.,#sadness
